,Body_Dimensions,Body_SIM,Body_Weight,Display_Resolution,Display_Size,Display_Type,Launch_Announced,Memory_Card slot,Memory_Internal,Name,Network_Technology,Platform_CPU,Platform_OS,Battery_Type,Comms_Bluetooth,Comms_Infrared port,Comms_NFC,Comms_Positioning,Comms_Radio,Comms_USB,Comms_WLAN,Features_Sensors,Main Camera_Dual,Main Camera_Features,Main Camera_Single,Main Camera_Triple,Main Camera_Video,Misc_Price,Selfie camera_Features,Selfie camera_Single,Selfie camera_Video,Sound_3.5mm jack,Sound_Loudspeaker,Selfie camera_Dual,Selfie camera_Triple,Main Camera_Quad,Main Camera_Dual or Triple,Main Camera_Penta,Main Camera_Five,Device_label,Brand
3043,212.8 x 125.6 x 6.6 mm (8.38 x 4.94 x 0.26 in),No,294 g (10.37 oz),"1600 x 2560 pixels, 16:10 ratio (~359 ppi density)","8.4 inches, 204.6 cm2 (~76.5% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, July",microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM",Samsung Galaxy Tab S 8.4,No cellular connectivity,Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Li-Ion 4900 mAh, non-removable","4.0, A2DP, LE",Yes,No,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, compass",,LED flash,"8 MP, AF",,1080p@30fps,About 300 EUR,,2.1 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3044,247.3 x 177.3 x 6.6 mm (9.74 x 6.98 x 0.26 in),Micro-SIM,467 g (1.03 lb),"2560 x 1600 pixels, 16:10 ratio (~288 ppi density)","10.5 inches, 319.7 cm2 (~72.9% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, July",microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM",Samsung Galaxy Tab S 10.5 LTE,GSM / HSPA / LTE,Quad-core 2.3 GHz Krait 400 (S800)Quad-core 1.9GHz Cortex-A15 & quad-core 1.3 GHz Cortex-A7 (Exynos 5420),"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Li-Ion 7900 mAh, non-removable","4.0, A2DP, LE",Yes,No,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 2.1), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, compass",,"LED flash, panorama, HDR","8 MP, AF",,1080p@30fps,About 440 EUR,,2.1 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3045,247.3 x 177.3 x 6.6 mm (9.74 x 6.98 x 0.26 in),No,465 g (1.03 lb),"2560 x 1600 pixels, 16:10 ratio (~288 ppi density)","10.5 inches, 319.7 cm2 (~72.9% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, July",microSDXC (dedicated slot),"16GB 3GB RAM, 32GB 3GB RAM",Samsung Galaxy Tab S 10.5,No cellular connectivity,Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),"Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Li-Ion 7900 mAh, non-removable","4.0, A2DP, LE",Yes,No,"GPS, GLONASS, BDS",No,"microUSB 2.0 (MHL 2.1), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, compass",,"LED flash, panorama, HDR","8 MP, AF",,1080p@30fps,About 370 EUR,,2.1 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3046,133.1 x 70 x 9.9 mm (5.24 x 2.76 x 0.39 in),Micro-SIM,149 g (5.26 oz),"480 x 800 pixels, 5:3 ratio (~199 ppi density)","4.7 inches, 62.9 cm2 (~67.5% screen-to-body ratio)",TFT,"2014, June. Released 2014, June",microSDXC (dedicated slot),8GB 1GB RAM,Samsung Galaxy Core Lite LTE,GSM / HSPA / LTE,Quad-core 1.2 GHz,Android 4.3 (Jelly Bean),"Li-Ion 2000 mAh, removable","4.0, A2DP",,Yes,"GPS, GLONASS, BDS",No,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",,LED flash,"5 MP, AF",,720p@30fps,About 210 EUR,,,,Yes,Yes,,,,,,,phone,samsung
3047,136.6 x 70.7 x 8.6 mm (5.38 x 2.78 x 0.34 in),Micro-SIM,132 g (4.66 oz),"720 x 1280 pixels, 16:9 ratio (~306 ppi density)","4.8 inches, 63.5 cm2 (~65.8% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung I9301I Galaxy S3 Neo,GSM / HSPA,Quad-core 1.4 GHz Cortex-A7,Android 4.4.2 (KitKat),"Li-Ion 2100 mAh, removable","4.0, A2DP, EDR, aptX",,TBC,"GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass",,LED flash,"8 MP, AF",,1080p@30fps,About 270 EUR,,1.9 MP,720p@30fps,Yes,Yes,,,,,,,phone,samsung
3048,191.8 x 99.6 x 8.8 mm (7.55 x 3.92 x 0.35 in),Micro-SIM,245 g (8.64 oz),"720 x 1280 pixels, 16:9 ratio (~210 ppi density)","7.0 inches, 135.1 cm2 (~70.7% screen-to-body ratio)",TFT,"2014, June. Released 2014, September",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy W,GSM / HSPA / LTE,Quad-core 1.2 GHz,Android 4.3 (Jelly Bean),"Li-Ion 3200 mAh, removable","4.0, A2DP",,Yes,GPS,No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, compass, proximity",,LED flash,"8 MP, AF",,1080p@30fps,About 360 EUR,,2 MP,,Yes,Yes,,,,,,,phone,samsung
3049,138.2 x 69.8 x 8.5 mm (5.44 x 2.75 x 0.33 in),Micro-SIM,136 g (4.80 oz),"720 x 1280 pixels, 16:9 ratio (~306 ppi density)","4.8 inches, 63.5 cm2 (~65.8% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, Q3",microSDXC (dedicated slot),16GB 2GB RAM,Samsung Z,GSM / HSPA / LTE,Quad-core 2.3 GHz,Tizen 2.2.1,"Li-Ion 2600 mAh, removable","4.0, A2DP, EDR, LE",Yes,Yes,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate",,LED flash,"8 MP, AF",,Yes,,,2.1 MP,,Yes,Yes,,,,,,,phone,samsung
3050,145.3 x 73.4 x 8.9 mm (5.72 x 2.89 x 0.35 in),Micro-SIM,170.1 g (6.00 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~67.2% screen-to-body ratio)",Super AMOLED,"2014, May. Released 2014, May",microSDXC (dedicated slot),"16GB (11.2GB user available), 2GB RAM",Samsung Galaxy S5 Active,GSM / HSPA / LTE,Quad-core 2.5 GHz Krait 400,"Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",,Yes,"GPS, GLONASS",No,"microUSB 2.0, OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass, heart rate",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), AF",,"4K@30fps, 1080p@30fps",About 400 EUR,,"2 MP, f/2.4, 22mm (wide)",1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3051,137.5 x 70.8 x 16.6 mm (5.41 x 2.79 x 0.65 in),Micro-SIM,200 g (7.05 oz),"720 x 1280 pixels, 16:9 ratio (~306 ppi density)","4.8 inches, 63.5 cm2 (~65.2% screen-to-body ratio)",Super AMOLED,"2014, April. Released 2014, June",microSDXC (dedicated slot),8GB 2GB RAM,Samsung Galaxy K zoom,GSM / HSPA / LTE,Hexa-core (4x1.3 GHz Cortex A7 & 2x1.7 GHz Cortex A15),Android 4.4.2 (KitKat),"Li-Ion 2430 mAh, removable","4.0, A2DP, LE",,Yes,"GPS, GLONASS",No,"microUSB 2.0 (MHL 1.3 TV-out), OTG","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass",,"Xenon & LED flash, HDR, panorama","20.7 MP, 1/2.3"", 24-240mm, 10x optical zoom, AF, OIS",,1080p@60fps,About 440 EUR,,2 MP,,Yes,Yes,,,,,,,phone,samsung
3052,134.5 x 70 x 11.6 mm (5.30 x 2.76 x 0.46 in),Micro-SIM,165 g (5.82 oz),"480 x 800 pixels, 5:3 ratio (~200 ppi density)","4.66 inches, 61.8 cm2 (~65.6% screen-to-body ratio)",TFT,"2014, April. Released 2014, July",microSDXC (dedicated slot),,Samsung Galaxy Beam2,GSM / HSPA,Quad-core 1.2 GHz,Android 4.2.2 (Jelly Bean),"Li-Ion 2600 mAh, removable","4.0, A2DP",,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass",,LED flash,"5 MP, AF",,Yes,About 250 EUR,,Yes,,Yes,Yes,,,,,,,phone,samsung
3053,136.6 x 70.8 x 8.6 mm (5.38 x 2.79 x 0.34 in),"Dual SIM (Micro-SIM, dual stand-by)",132 g (4.66 oz),"720 x 1280 pixels, 16:9 ratio (~306 ppi density)","4.8 inches, 63.5 cm2 (~65.7% screen-to-body ratio)",Super AMOLED,"2014, April. Released 2014, April",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung I9300I Galaxy S3 Neo,GSM / HSPA,Quad-core 1.2 or 1.4 GHz Cortex-A7,"Android 4.3 (Jelly Bean), upgradable to 4.4.4 (KitKat)","Li-Ion 2100 mAh, removable","4.0, A2DP, EDR, aptX",,Yes,"GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass",,LED flash,"8 MP, AF",,1080p@30fps,About 300 EUR,,1.9 MP,720p@30fps,Yes,Yes,,,,,,,phone,samsung
3054,121.2 x 62.7 x 10.7 mm (4.77 x 2.47 x 0.42 in),Micro-SIM,123 g (4.34 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~59.9% screen-to-body ratio)","TFT, 256K colors","2014, April. Released 2014, May",microSDXC (dedicated slot),4GB 512MB RAM,Samsung Galaxy Ace Style,GSM / HSPA,Dual-core 1.2 GHz,"Android 4.4.2 (KitKat), TouchWiz Essence UI","Li-Ion 1500 mAh, removable","4.0, A2DP",,Yes,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity",,,"5 MP, AF",,720p@30fps,About 120 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3055,137.7 x 69.9 x 8.4 mm (5.42 x 2.75 x 0.33 in),Micro-SIM,135.8 (4.80 oz),"1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","5.0 inches, 68.9 cm2 (~71.6% screen-to-body ratio)",AMOLED,"2014, April. Released 2014, April",microSDXC (dedicated slot),16GB 2GB RAM,Samsung ATIV SE,GSM / CDMA / HSPA / EVDO / LTE,Quad-core 2.3 GHz Krait 400,"Microsoft Windows Phone 8, upgradable to 8.1","Li-Ion 2600 mAh, removable","3.0, A2DP",,No,GPS,No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","Accelerometer, proximity",,LED flash,"13 MP, AF",,Yes,About 440 EUR,,2 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3056,186.9 x 107.9 x 9 mm (7.36 x 4.25 x 0.35 in),No,276 g (9.74 oz),"800 x 1280 pixels, 16:10 ratio (~216 ppi density)","7.0 inches, 142.1 cm2 (~70.5% screen-to-body ratio)",TFT,"2014, April. Released 2014, May",microSDHC (dedicated slot),"8GB 1.5GB RAM, 16GB 1.5GB RAM",Samsung Galaxy Tab 4 7.0,No cellular connectivity,Quad-core 1.2 GHz,"Android 4.4.2 (KitKat), TouchWiz UX UI","Li-Po 4000 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 190 EUR,,1.3 MP,,Yes,"Yes, with dual speakers",,,,,,,tablet,samsung
3057,186.9 x 107.9 x 9 mm (7.36 x 4.25 x 0.35 in),Micro-SIM,276 g (9.74 oz),"800 x 1280 pixels, 16:10 ratio (~216 ppi density)","7.0 inches, 142.1 cm2 (~70.5% screen-to-body ratio)",TFT,"2014, April. Released 2014, May",microSDHC (dedicated slot),"8GB 1.5GB RAM, 16GB 1.5GB RAM",Samsung Galaxy Tab 4 7.0 3G,GSM / HSPA,Quad-core 1.2 GHz Cortex-A7,"Android 4.4.2 (KitKat), TouchWiz UI","Li-Po 4000 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 240 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3058,186.9 x 107.9 x 9 mm (7.36 x 4.25 x 0.35 in),Micro-SIM,276 g (9.74 oz),"800 x 1280 pixels, 16:10 ratio (~216 ppi density)","7.0 inches, 142.1 cm2 (~70.5% screen-to-body ratio)",TFT,"2014, April. Released 2014, May",microSDXC (dedicated slot),"8GB 1.5GB RAM, 16GB 1.5GB RAM",Samsung Galaxy Tab 4 7.0 LTE,GSM / HSPA / LTE,Quad-core 1.2 GHz Cortex-A7,"Android 4.4.2 (KitKat), TouchWiz UX UI","Li-Po 4000 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 280 EUR,,1.3 MP,,Yes,"Yes, with dual speakers",,,,,,,tablet,samsung
3059,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),No,320 g (11.29 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)",TFT,"2014, April. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 8.0,No cellular connectivity,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),"Li-Po 4450 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",Accelerometer,,,3.15 MP,,720p@30fps,About 270 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3060,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),Micro-SIM,320 g (11.29 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)",TFT,"2014, April. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 8.0 3G,GSM / HSPA,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),"Li-Po 4450 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 300 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3061,210 x 124 x 8 mm (8.27 x 4.88 x 0.31 in),Micro-SIM,320 g (11.29 oz),"800 x 1280 pixels, 16:10 ratio (~189 ppi density)","8.0 inches, 185.6 cm2 (~71.3% screen-to-body ratio)",TFT,"2014, April. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 8.0 LTE,GSM / HSPA / LTE,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),"Li-Po 4450 mAh, non-removable","4.0, A2DP",Yes,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 350 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3062,243.4 x 176.4 x 8 mm (9.58 x 6.94 x 0.31 in),No,487 g (1.07 lb),"1280 x 800 pixels, 16:10 ratio (~149 ppi density)","10.1 inches, 295.8 cm2 (~68.9% screen-to-body ratio)",TFT,"2014, April. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 10.1,No cellular connectivity,Quad-core 1.2 GHz,"Android 4.4.2 (KitKat), TouchWiz UX UI","Li-Po 6800 mAh, non-removable","4.0, A2DP",,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 270 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3063,243.4 x 176.4 x 8 mm (9.58 x 6.94 x 0.31 in),Micro-SIM,487 g (1.07 lb),"1280 x 800 pixels, 16:10 ratio (~149 ppi density)","10.1 inches, 295.8 cm2 (~68.9% screen-to-body ratio)",TFT,"2014, April. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 10.1 3G,GSM / HSPA,Quad-core 1.2 GHz,"Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop), TouchWiz UX UI","Li-Po 6800 mAh, non-removable","4.0, A2DP",,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 300 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3064,243.4 x 176.4 x 8 mm (9.58 x 6.94 x 0.31 in),Micro-SIM,487 g (1.07 lb),"1280 x 800 pixels, 16:10 ratio (~149 ppi density)","10.1 inches, 295.8 cm2 (~68.9% screen-to-body ratio)",TFT,"2014, April. Released 2014, June",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Tab 4 10.1 LTE,GSM / HSPA / LTE,Quad-core 1.2 GHz,"Android 4.4.2 (KitKat), TouchWiz UX UI","Li-Po 6800 mAh, non-removable","4.0, A2DP",,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot",Accelerometer,,,3.15 MP,,720p@30fps,About 310 EUR,,1.3 MP,,Yes,"Yes, with stereo speakers",,,,,,,tablet,samsung
3065,133 x 66 x 9.7 mm (5.24 x 2.60 x 0.38 in),Micro-SIM,139 g (4.90 oz),"540 x 960 pixels, 16:9 ratio (~244 ppi density)","4.52 inches, 56.3 cm2 (~64.2% screen-to-body ratio)",TFT,"2014, March. Released 2014, March",microSDHC (dedicated slot),8GB 1GB RAM,Samsung G3812B Galaxy S3 Slim,GSM / HSPA,Quad-core 1.2 GHz,"Android 4.2 (Jelly Bean), TouchWiz UI","Li-Ion 2100 mAh, removable","4.0, A2DP, EDR, aptX",,No,"GPS, GLONASS",No,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,Yes,About 200 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3066,121.6 x 63 x 9.9 mm (4.79 x 2.48 x 0.39 in),Mini-SIM,112 g (3.95 oz),"480 x 800 pixels, 5:3 ratio (~233 ppi density)","4.0 inches, 45.5 cm2 (~59.4% screen-to-body ratio)",Super AMOLED,"2014, March. Released 2014, March",microSDHC (dedicated slot),"8GB 1GB RAM, 16GB 1GB RAM",Samsung I8200 Galaxy S III mini VE,GSM / HSPA,1.2 GHz dual-core Cortex-A9,Android 4.2.2 (Jelly Bean),"Li-Ion 1500 mAh, removable","4.0, A2DP, EDR, LE, aptX",,Yes (I8200N only),"GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, gyro, proximity, compass",,"LED flash, panorama","5 MP, AF",,720p@30fps,About 180 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3067,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),"Dual SIM (Micro-SIM, dual stand-by)",145 g (5.11 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio)",Super AMOLED,"2014, June. Released 2014, June",microSDXC (dedicated slot),16GB 2GB RAM,Samsung Galaxy S5 Duos,GSM / HSPA / LTE,Quad-core 2.5 GHz Krait 400,"Android 4.4.2 (KitKat), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes,"GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, PDAF",,"4K@30fps, 1080p@60fps, HDR",About 420 EUR,Dual video call,"2 MP, f/2.4, 22mm (wide)",1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3068,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Micro-SIM,145 g (5.11 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio)",Super AMOLED,"2014, March. Released 2014, April",microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",Samsung Galaxy S5 (octa,GSM / HSPA,Octa-core (4x1.9 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7),"Android 4.4.2 (KitKat), upgradable to 6.0.1 (Marshmallow), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes,"GPS, GLONASS",No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,"LED flash, panorama, HDR","16 MP, 1/2.6"", 1.12µm, PDAF",,"4K@30fps, 1080p@60fps, HDR",About 380 EUR,Dual video call,2 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3069,142 x 72.4 x 7.9 mm (5.59 x 2.85 x 0.31 in),Micro-SIM,144.9 g (5.11 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~69.7% screen-to-body ratio)",Super AMOLED,"2014, February. Released 2014, April",microSDXC (dedicated slot),16GB 2GB RAM,Samsung Galaxy S5 (USA),GSM / CDMA / HSPA / EVDO / LTE,Quad-core 2.5 GHz Krait 400,"Android 4.4.2 (KitKat), upgradable to 5.0.1 (Lollipop), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes,"GPS, GLONASS",No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,"LED flash, panorama, HDR","16 MP, 1/2.6"", 1.12µm, PDAF",,"4K@30fps, 1080p@60fps, HDR",About 480 EUR,Dual video call,2 MP,1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3070,142 x 72.5 x 8.1 mm (5.59 x 2.85 x 0.32 in),Micro-SIM,145 g (5.11 oz),"1080 x 1920 pixels, 16:9 ratio (~432 ppi density)","5.1 inches, 71.7 cm2 (~69.6% screen-to-body ratio)",Super AMOLED,"2014, February. Released 2014, April",microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 2GB RAM",Samsung Galaxy S5,GSM / HSPA / LTE,Quad-core 2.5 GHz Krait 400,"Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), TouchWiz UI","Li-Ion 2800 mAh, removable","4.0, A2DP, EDR, LE, aptX",Yes,Yes,"GPS, GLONASS, BDS",No,"microUSB 3.0 (MHL 2.1 TV-out), OTG","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, gesture, heart rate",,"LED flash, panorama, HDR","16 MP, f/2.2, 31mm (standard), 1/2.6"", 1.12µm, PDAF",,"4K@30fps, 1080p@60fps, 720p@120fps, HDR",About 250 EUR,Dual video call,"2 MP, f/2.4, 22mm (wide)",1080p@30fps,Yes,Yes,,,,,,,phone,samsung
3071,132.9 x 66.3 x 10 mm (5.23 x 2.61 x 0.39 in),Micro-SIM,137 g (4.83 oz),"540 x 960 pixels, 16:9 ratio (~245 ppi density)","4.5 inches, 55.8 cm2 (~63.4% screen-to-body ratio)",TFT,"2014, November. Released 2014, November",microSDXC (dedicated slot),16GB 1.5GB RAM,Samsung Galaxy Core LTE G386W,GSM / HSPA / LTE,Quad-core 1.2 GHz,Android 4.4.2 (KitKat),"Li-Ion 2100 mAh, removable","4.0, A2DP",,Yes,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,720p@30fps,About 180 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
3072,132.9 x 66.3 x 9.8 mm (5.23 x 2.61 x 0.39 in),Micro-SIM,137 g (4.83 oz),"540 x 960 pixels, 16:9 ratio (~245 ppi density)","4.5 inches, 55.8 cm2 (~63.4% screen-to-body ratio)",PLS,"2014, February. Released 2014, May",microSDXC (dedicated slot),8GB 1GB RAM,Samsung Galaxy Core LTE,GSM / HSPA / LTE,Dual-core 1.2 GHz,Android 4.2.2 (Jelly Bean),"Li-Ion 2100 mAh, removable","4.0, A2DP",,Yes,"GPS, GLONASS",FM radio,microUSB 2.0,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Accelerometer, proximity, compass",,LED flash,"5 MP, AF",,720p@30fps,About 260 EUR,,VGA,,Yes,Yes,,,,,,,phone,samsung
